speakerid_x,age,age_onset,L1,L1_coded,sex,Eng_experience,typology,vowels,WER,MER,norm_area,mer_group
1637,18,0,na_english,4,0,100,0,11,0.014492754,0.014492754,984.156479,0
1890,19,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1267.80614,0
416,19,0,na_english,4,0,100,0,11,0.014492754,0.014492754,913.912516,0
673,19,0,na_english,4,0,100,0,11,0.014492754,0.014492754,917.025681,0
1071,19,0,na_english,4,0,100,0,11,0.014492754,0.014492754,466.692522,0
1668,19,0,na_english,4,0,100,0,11,0.014492754,0.014492754,781.428549,0
113,20,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1285.56799,0
1801,20,0,na_english,4,1,100,0,11,0.014492754,0.014492754,519.017108,0
92,21,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1109.50649,0
137,21,0,na_english,4,0,100,0,11,0.014492754,0.014492754,744.361965,0
66,21,0,na_english,4,0,100,0,11,0.014492754,0.014492754,761.175138,0
465,21,0,na_english,4,0,100,0,11,0.014492754,0.014492754,987.987132,0
977,21,0,na_english,4,1,100,0,11,0.014492754,0.014492754,1161.49751,0
1207,21,0,na_english,4,1,100,0,11,0.014492754,0.014492754,959.863604,0
791,22,0,na_english,4,0,100,0,11,0.014492754,0.014492754,741.994153,0
2055,23,0,na_english,4,0,100,0,11,0.014492754,0.014492754,723.170672,0
1224,23,0,na_english,4,1,100,0,11,0.014492754,0.014492754,525.769428,0
1226,23,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1868.7792,0
1528,23,0,na_english,4,0,100,0,11,0.014492754,0.014492754,674.926928,0
1358,24,0,na_english,4,1,100,0,11,0.014492754,0.014492754,823.364375,0
824,25,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1095.09914,0
856,25,0,na_english,4,1,100,0,11,0.014492754,0.014492754,743.440718,0
1121,25,0,na_english,4,0,100,0,11,0.014492754,0.014492754,712.026122,0
2162,26,0,na_english,4,1,100,0,11,0.014492754,0.014492754,961.525988,0
815,26,0,na_english,4,0,100,0,11,0.014492754,0.014492754,806.666655,0
1174,28,0,na_english,4,0,100,0,11,0.014492754,0.014492754,567.869097,0
1312,28,0,na_english,4,0,100,0,11,0.014492754,0.014492754,496.715838,0
1384,29,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1062.97643,0
124,30,0,na_english,4,0,100,0,11,0.014492754,0.014492754,245.91227,0
1640,30,0,na_english,4,0,100,0,11,0.014492754,0.014492754,210.641562,0
527,31,0,na_english,4,0,100,0,11,0.014492754,0.014492754,889.677017,0
890,31,0,na_english,4,0,100,0,11,0.014492754,0.014492754,728.745156,0
1372,31,0,na_english,4,1,100,0,11,0.014492754,0.014492754,1007.83791,0
1390,31,0,na_english,4,0,100,0,11,0.014492754,0.014492754,410.484571,0
1530,31,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1424.65617,0
637,32,0,na_english,4,0,100,0,11,0.014492754,0.014492754,692.441125,0
1176,32,0,na_english,4,0,100,0,11,0.014492754,0.014492754,1596.30417,0
1326,32,0,na_english,4,1,100,0,11,0.014492754,0.014492754,953.040706,0
1375,32,0,na_english,4,0,100,0,11,0.014492754,0.014492754,591.442466,0
